personnel_id,rank,terrain,consecutive_field_days,duty_hours_5d,night_shifts_5d,leave_denial_ratio,sleep_hrs_5d_avg,self_reported_energy,self_reported_stress,survey_latency_sec,delta_rhr,masking_index,risk_label
PERS_2251,Head Constable,Peace Station (HQ),31,64.2,1,0.4,6.3,4,4,18.8,8.2,0.07,0
PERS_2252,Constable,Dense Forest (Bastar),46,63.3,2,0.16,5.1,2,5,55.4,11.4,0.1,2
PERS_2253,Constable,Peace Station (HQ),33,84.5,1,0.38,4.7,1,7,23.7,13.6,0.04,2
PERS_2254,Head Constable,Dense Forest (Bastar),47,40.6,2,0.71,6.3,5,4,87.6,6.9,0.04,1
PERS_2255,Constable,Dense Forest (Bastar),56,57.9,2,0.12,5.0,3,5,11.3,7.8,0.16,1
PERS_2256,Constable,High Altitude (Ladakh/Sikkim),50,68.0,3,0.07,4.0,2,7,21.6,14.0,0.02,2
PERS_2257,Head Constable,Counter-Insurgency (J&K),28,43.9,2,0.03,4.5,3,4,49.1,7.0,0.9,0
PERS_2258,Constable,High Altitude (Ladakh/Sikkim),32,68.1,3,0.51,4.5,3,7,112.2,13.3,0.05,1
PERS_2259,Head Constable,Peace Station (HQ),69,58.5,3,0.23,4.8,2,8,32.0,12.9,0.09,2
PERS_2260,Constable,Dense Forest (Bastar),2,30.7,2,0.3,7.0,5,1,41.0,2.2,0.21,0
PERS_2261,ASI,Border Outpost (Thar),54,40.5,3,0.47,5.8,5,5,14.3,6.7,0.04,1
PERS_2262,Constable,Border Outpost (Thar),28,45.0,1,0.44,6.8,5,2,37.8,5.7,0.11,0
PERS_2263,Head Constable,Dense Forest (Bastar),86,55.7,3,0.14,6.0,2,5,19.9,11.8,0.05,2
PERS_2264,Constable,High Altitude (Ladakh/Sikkim),63,66.7,1,0.62,5.8,2,5,41.9,11.7,0.02,2
PERS_2265,Constable,Counter-Insurgency (J&K),12,48.3,3,0.33,5.1,4,4,43.6,8.1,0.73,1
PERS_2266,Constable,High Altitude (Ladakh/Sikkim),24,62.4,1,0.53,6.6,3,2,46.7,6.8,0.02,0
PERS_2267,Head Constable,Dense Forest (Bastar),60,55.1,1,0.29,7.6,4,2,55.7,9.3,0.13,0
PERS_2268,Head Constable,Dense Forest (Bastar),67,54.8,1,0.22,6.1,4,4,40.5,6.6,0.0,0
PERS_2269,Constable,Counter-Insurgency (J&K),11,46.2,1,0.16,6.6,5,1,29.9,5.9,0.17,0
PERS_2270,Head Constable,Peace Station (HQ),2,58.0,2,0.26,6.0,4,4,30.4,9.4,0.01,0
PERS_2271,ASI,Peace Station (HQ),24,51.7,2,0.05,6.3,4,1,44.5,8.0,0.01,0
PERS_2272,ASI,Counter-Insurgency (J&K),28,43.5,3,0.35,5.7,5,1,9.7,7.2,0.09,1
PERS_2273,Constable,Peace Station (HQ),17,53.0,1,0.31,6.0,4,2,23.3,6.5,0.06,0
PERS_2274,Head Constable,Border Outpost (Thar),36,47.0,1,0.27,6.4,3,1,18.8,4.5,0.01,0
PERS_2275,Constable,Peace Station (HQ),37,46.6,2,0.43,7.0,5,4,23.9,3.7,0.07,0
PERS_2276,Constable,Peace Station (HQ),55,65.3,1,0.48,5.3,3,7,25.9,9.6,0.1,2
PERS_2277,Inspector,Peace Station (HQ),22,48.6,3,0.41,5.6,4,4,22.6,7.9,0.1,1
PERS_2278,Constable,Border Outpost (Thar),6,69.9,1,0.07,5.9,4,1,64.2,7.4,0.26,0
PERS_2279,Head Constable,Peace Station (HQ),32,58.6,2,0.26,6.2,4,4,26.3,7.1,0.04,0
PERS_2280,Head Constable,Border Outpost (Thar),10,41.3,1,0.68,6.4,4,1,68.1,2.5,0.01,0
PERS_2281,Head Constable,Counter-Insurgency (J&K),55,45.2,1,0.11,6.0,4,2,46.3,6.0,0.09,1
PERS_2282,Head Constable,High Altitude (Ladakh/Sikkim),69,42.5,3,0.29,6.2,5,5,36.5,9.0,0.04,1
PERS_2283,Constable,Counter-Insurgency (J&K),33,57.4,2,0.36,5.6,3,4,33.0,9.0,0.03,1
PERS_2284,Constable,High Altitude (Ladakh/Sikkim),20,41.4,4,0.27,6.1,3,4,32.0,10.7,0.07,1
PERS_2285,Head Constable,Counter-Insurgency (J&K),19,27.2,2,0.2,6.5,5,1,14.0,2.0,0.14,0
PERS_2286,Constable,High Altitude (Ladakh/Sikkim),62,37.7,3,0.18,6.1,4,3,35.8,6.9,0.03,1
PERS_2287,Constable,High Altitude (Ladakh/Sikkim),51,42.1,4,0.52,5.7,5,6,48.8,10.8,0.02,1
PERS_2288,Constable,Dense Forest (Bastar),60,57.4,1,0.47,5.4,3,5,38.3,8.2,0.03,1
PERS_2289,Constable,High Altitude (Ladakh/Sikkim),41,51.3,3,0.39,5.8,3,3,46.8,8.7,0.04,1
PERS_2290,Constable,High Altitude (Ladakh/Sikkim),25,59.9,0,0.11,7.0,3,1,9.8,5.7,0.08,0
PERS_2291,Constable,Dense Forest (Bastar),16,40.5,2,0.12,6.0,4,1,19.8,6.3,0.04,0
PERS_2292,Head Constable,Peace Station (HQ),78,52.6,2,0.17,6.3,2,4,75.3,9.1,0.04,1
PERS_2293,Head Constable,Peace Station (HQ),30,68.5,2,0.54,4.8,3,7,29.3,11.3,0.0,1
PERS_2294,ASI,Dense Forest (Bastar),101,54.7,1,0.11,5.8,2,5,20.1,9.7,0.04,1
PERS_2295,Constable,Border Outpost (Thar),53,55.5,2,0.26,5.4,3,6,33.0,8.1,0.12,1
PERS_2296,Constable,High Altitude (Ladakh/Sikkim),151,56.5,3,0.06,5.7,1,7,24.8,14.1,0.09,2
PERS_2297,Constable,High Altitude (Ladakh/Sikkim),25,48.2,3,0.07,5.4,4,3,51.2,10.1,0.61,1
PERS_2298,Head Constable,Dense Forest (Bastar),111,63.9,2,0.33,4.9,2,8,33.5,14.7,0.01,2
PERS_2299,Head Constable,Dense Forest (Bastar),113,65.9,1,0.27,6.1,3,6,40.4,10.6,0.07,2
PERS_2300,Constable,Border Outpost (Thar),43,53.5,3,0.11,5.8,3,3,29.6,6.8,0.13,1
PERS_2301,Sub-Inspector,Peace Station (HQ),20,47.4,3,0.2,5.4,4,4,22.7,10.7,0.76,1
PERS_2302,Constable,Counter-Insurgency (J&K),25,51.8,1,0.24,7.5,5,1,18.0,3.6,0.07,0
PERS_2303,Head Constable,Peace Station (HQ),16,42.2,1,0.03,7.4,5,1,68.7,3.2,0.13,0
PERS_2304,Head Constable,High Altitude (Ladakh/Sikkim),28,48.6,3,0.42,6.6,4,4,40.7,8.0,0.14,1
PERS_2305,Sub-Inspector,Dense Forest (Bastar),28,54.1,3,0.12,6.4,4,3,43.4,5.6,0.02,1
PERS_2306,Head Constable,Border Outpost (Thar),68,64.7,0,0.23,5.7,2,4,17.1,9.8,0.06,1
PERS_2307,ASI,Peace Station (HQ),28,41.7,4,0.1,5.2,5,5,65.0,9.8,0.05,1
PERS_2308,Constable,Border Outpost (Thar),35,49.7,2,0.38,4.9,4,5,40.7,8.8,0.02,1
PERS_2309,ASI,Peace Station (HQ),67,44.6,4,0.03,6.3,3,6,63.2,8.9,0.07,2
PERS_2310,Constable,High Altitude (Ladakh/Sikkim),44,48.0,2,0.11,5.1,3,3,53.1,7.4,0.62,0
PERS_2311,Sub-Inspector,Counter-Insurgency (J&K),112,69.2,2,0.17,5.0,2,9,54.0,12.6,0.02,2
PERS_2312,Head Constable,Border Outpost (Thar),14,44.0,1,0.33,6.1,5,2,36.0,4.7,0.01,0
PERS_2313,ASI,Border Outpost (Thar),63,53.3,3,0.32,5.3,3,7,11.2,9.9,0.25,1
PERS_2314,Head Constable,Counter-Insurgency (J&K),49,40.5,2,0.2,6.6,5,2,21.2,2.3,0.04,0
PERS_2315,Head Constable,Border Outpost (Thar),6,43.0,3,0.35,7.0,5,2,22.4,5.7,0.06,1
PERS_2316,Head Constable,Border Outpost (Thar),12,33.7,0,0.26,8.3,5,1,31.7,1.8,0.22,0
PERS_2317,Head Constable,Peace Station (HQ),55,56.3,3,0.11,6.9,4,3,23.3,7.8,0.12,0
PERS_2318,Constable,Peace Station (HQ),74,59.1,2,0.69,5.6,4,8,25.2,9.8,0.06,1
PERS_2319,Constable,Counter-Insurgency (J&K),7,52.1,0,0.36,7.0,5,1,33.3,4.0,0.17,0
PERS_2320,Constable,High Altitude (Ladakh/Sikkim),89,60.9,1,0.23,5.1,3,6,33.3,8.3,0.04,1
PERS_2321,Constable,Border Outpost (Thar),24,53.8,1,0.03,5.8,3,1,15.4,6.1,0.01,0
PERS_2322,Sub-Inspector,High Altitude (Ladakh/Sikkim),98,42.5,2,0.26,5.6,3,5,23.2,10.0,0.06,1
PERS_2323,Constable,Counter-Insurgency (J&K),67,46.8,2,0.57,6.2,5,5,43.9,6.6,0.11,1
PERS_2324,Inspector,Counter-Insurgency (J&K),53,30.9,1,0.34,7.1,5,2,47.1,0.4,0.15,0
PERS_2325,Constable,Peace Station (HQ),39,47.3,1,0.39,6.4,5,3,20.6,5.6,0.05,0
PERS_2326,Constable,Border Outpost (Thar),47,44.0,2,0.43,5.6,4,5,24.8,5.9,0.09,1
PERS_2327,ASI,Dense Forest (Bastar),48,52.4,0,0.25,6.3,3,1,15.1,6.8,0.12,0
PERS_2328,Head Constable,Counter-Insurgency (J&K),60,78.6,1,0.38,4.7,2,9,43.4,14.6,0.05,2
PERS_2329,Head Constable,Border Outpost (Thar),40,59.8,2,0.18,4.2,3,6,85.9,8.4,0.1,1
PERS_2330,Head Constable,High Altitude (Ladakh/Sikkim),68,70.1,2,0.15,5.9,1,5,17.1,14.9,0.01,1
PERS_2331,Head Constable,Peace Station (HQ),51,61.3,2,0.07,6.1,4,3,106.6,8.4,0.23,1
PERS_2332,Constable,High Altitude (Ladakh/Sikkim),31,50.1,1,0.58,7.8,5,1,22.0,3.7,0.08,0
PERS_2333,Inspector,Counter-Insurgency (J&K),50,52.9,1,0.19,5.7,2,3,7.0,6.9,0.11,1
PERS_2334,Inspector,Counter-Insurgency (J&K),33,59.9,3,0.49,4.7,2,7,38.1,12.5,0.04,2
PERS_2335,Head Constable,High Altitude (Ladakh/Sikkim),72,57.7,3,0.13,6.3,3,5,65.6,13.3,0.02,1
PERS_2336,Constable,Counter-Insurgency (J&K),79,53.0,2,0.33,6.9,4,5,54.2,7.7,0.03,1
PERS_2337,Head Constable,Border Outpost (Thar),124,74.7,1,0.17,4.7,1,9,12.0,15.1,0.01,2
PERS_2338,Constable,Counter-Insurgency (J&K),42,56.6,2,0.26,4.9,3,6,20.6,11.5,0.15,1
PERS_2339,Constable,Peace Station (HQ),17,35.4,3,0.23,7.5,5,1,37.9,3.0,0.01,0
PERS_2340,Constable,Border Outpost (Thar),65,52.7,2,0.19,5.4,3,3,58.4,8.9,0.69,1
PERS_2341,Head Constable,Dense Forest (Bastar),37,52.2,3,0.35,5.8,4,4,6.0,10.6,0.02,1
PERS_2342,ASI,Counter-Insurgency (J&K),35,47.5,1,0.04,7.0,4,1,90.7,5.5,0.2,0
PERS_2343,Head Constable,Counter-Insurgency (J&K),25,46.6,2,0.26,6.0,4,4,15.9,6.2,0.06,0
PERS_2344,Head Constable,Peace Station (HQ),25,46.3,2,0.25,5.5,4,3,35.4,6.1,0.1,0
PERS_2345,Constable,Peace Station (HQ),60,36.2,2,0.18,7.5,4,4,6.9,4.7,0.17,0
PERS_2346,Constable,High Altitude (Ladakh/Sikkim),29,31.3,2,0.23,6.3,5,1,40.4,1.1,0.12,0
PERS_2347,Constable,High Altitude (Ladakh/Sikkim),32,44.7,2,0.17,5.4,4,3,55.4,6.4,0.71,0
PERS_2348,Inspector,High Altitude (Ladakh/Sikkim),47,48.7,3,0.27,5.7,3,3,8.5,9.0,0.02,1
PERS_2349,Constable,Peace Station (HQ),54,40.0,3,0.37,5.3,4,6,35.5,8.1,0.09,0
PERS_2350,ASI,High Altitude (Ladakh/Sikkim),12,39.0,0,0.15,7.8,5,1,35.1,1.6,0.02,0
PERS_2351,Head Constable,High Altitude (Ladakh/Sikkim),27,48.2,2,0.15,7.0,4,1,17.1,5.3,0.17,0
PERS_2352,Constable,Dense Forest (Bastar),24,60.7,3,0.35,5.5,3,6,12.7,10.7,0.05,1
PERS_2353,Head Constable,High Altitude (Ladakh/Sikkim),24,60.1,1,0.73,6.9,4,5,48.7,5.8,0.11,1
PERS_2354,Head Constable,Counter-Insurgency (J&K),39,61.9,1,0.22,6.2,4,3,29.0,9.0,0.17,0
PERS_2355,Sub-Inspector,Peace Station (HQ),37,41.6,0,0.34,7.2,5,2,13.5,2.1,0.01,0
PERS_2356,Sub-Inspector,Border Outpost (Thar),45,50.3,0,0.21,6.1,3,1,38.9,7.8,0.1,0
PERS_2357,Constable,Dense Forest (Bastar),40,64.4,3,0.09,4.0,3,7,42.4,13.0,0.17,1
PERS_2358,Constable,Peace Station (HQ),35,33.9,2,0.04,7.4,5,2,59.8,1.7,0.01,0
PERS_2359,Head Constable,Peace Station (HQ),9,44.3,2,0.22,6.8,4,1,11.8,3.9,0.13,0
PERS_2360,Sub-Inspector,Counter-Insurgency (J&K),23,52.5,1,0.24,5.9,4,2,22.0,7.9,0.04,0
PERS_2361,Constable,High Altitude (Ladakh/Sikkim),116,42.5,0,0.57,7.2,3,4,9.0,3.7,0.05,1
PERS_2362,Head Constable,Counter-Insurgency (J&K),86,60.9,3,0.41,5.3,3,8,46.5,9.4,0.04,2
PERS_2363,Head Constable,High Altitude (Ladakh/Sikkim),127,76.2,2,0.58,4.2,1,10,30.2,17.1,0.02,2
PERS_2364,Head Constable,High Altitude (Ladakh/Sikkim),36,63.8,0,0.07,7.2,4,1,33.8,8.2,0.11,0
PERS_2365,Constable,Peace Station (HQ),22,48.4,4,0.38,5.4,5,7,67.4,6.0,0.02,1
PERS_2366,Head Constable,High Altitude (Ladakh/Sikkim),83,64.4,2,0.18,5.6,2,7,32.7,14.2,0.11,2
PERS_2367,Sub-Inspector,Dense Forest (Bastar),57,36.5,2,0.34,6.8,4,2,33.7,4.4,0.01,1
PERS_2368,Constable,Dense Forest (Bastar),29,53.7,2,0.34,6.0,3,4,59.5,5.3,0.15,1
PERS_2369,Constable,Dense Forest (Bastar),67,51.7,0,0.23,5.9,3,3,41.1,6.0,0.02,1
PERS_2370,Inspector,Peace Station (HQ),35,50.0,2,0.52,6.0,3,4,87.8,9.5,0.0,2
PERS_2371,Constable,Counter-Insurgency (J&K),28,51.8,2,0.39,5.4,3,6,14.6,4.8,0.21,1
PERS_2372,ASI,Border Outpost (Thar),34,55.3,1,0.29,7.6,3,1,84.7,6.3,0.02,1
PERS_2373,Head Constable,High Altitude (Ladakh/Sikkim),18,35.3,2,0.27,7.0,5,1,29.2,5.8,0.18,0
PERS_2374,Constable,Border Outpost (Thar),33,41.5,1,0.29,6.8,4,3,45.9,3.8,0.06,0
PERS_2375,Sub-Inspector,Counter-Insurgency (J&K),78,53.2,2,0.49,6.0,3,6,24.6,9.1,0.02,1
PERS_2376,Constable,Counter-Insurgency (J&K),57,35.9,1,0.59,7.5,4,2,30.1,4.3,0.07,0
PERS_2377,Head Constable,Peace Station (HQ),47,54.1,3,0.66,5.3,4,7,36.7,10.7,0.07,1
PERS_2378,Constable,Dense Forest (Bastar),28,59.1,3,0.51,5.4,3,6,50.1,9.5,0.1,1
PERS_2379,Head Constable,Dense Forest (Bastar),95,71.4,1,0.13,5.5,1,6,12.5,13.3,0.03,2
PERS_2380,Constable,Counter-Insurgency (J&K),67,55.7,3,0.5,5.3,2,6,30.9,12.6,0.15,2
PERS_2381,Constable,Peace Station (HQ),26,69.5,2,0.51,5.7,2,5,31.3,8.2,0.03,2
PERS_2382,Inspector,Peace Station (HQ),10,48.6,2,0.27,5.1,5,3,44.1,8.3,0.68,0
PERS_2383,Constable,High Altitude (Ladakh/Sikkim),41,39.5,3,0.27,5.9,4,3,10.0,4.9,0.08,1
PERS_2384,Head Constable,Dense Forest (Bastar),57,53.1,0,0.26,6.5,3,2,99.7,5.7,0.17,0
PERS_2385,Constable,Counter-Insurgency (J&K),25,48.4,1,0.12,6.5,5,2,75.0,4.1,0.04,0
PERS_2386,ASI,Border Outpost (Thar),52,58.4,1,0.12,5.8,3,4,66.6,7.1,0.08,0
PERS_2387,Constable,Dense Forest (Bastar),31,53.8,2,0.27,5.4,3,6,14.8,10.3,0.14,2
PERS_2388,Inspector,High Altitude (Ladakh/Sikkim),20,52.0,1,0.13,7.1,5,1,22.5,6.2,0.03,0
PERS_2389,Head Constable,Peace Station (HQ),45,62.2,2,0.49,4.7,2,5,18.4,12.8,0.03,2
PERS_2390,Constable,Counter-Insurgency (J&K),23,46.0,1,0.26,7.0,4,1,23.8,3.1,0.07,0
PERS_2391,Constable,Dense Forest (Bastar),58,59.2,2,0.06,5.1,2,3,63.9,11.7,0.62,1
PERS_2392,Constable,Border Outpost (Thar),67,57.5,0,0.29,6.7,4,3,44.6,8.8,0.21,0
PERS_2393,Head Constable,High Altitude (Ladakh/Sikkim),76,56.7,1,0.17,6.8,4,5,21.3,8.0,0.02,1
PERS_2394,Constable,High Altitude (Ladakh/Sikkim),23,49.6,1,0.37,4.6,3,4,50.3,5.8,0.61,1
PERS_2395,ASI,Dense Forest (Bastar),16,36.9,2,0.25,6.3,5,1,63.7,3.9,0.04,0
PERS_2396,Constable,Border Outpost (Thar),47,50.2,3,0.29,5.0,4,7,14.0,8.0,0.08,1
PERS_2397,Constable,High Altitude (Ladakh/Sikkim),78,53.9,0,0.13,6.6,4,2,21.0,6.1,0.02,0
PERS_2398,Head Constable,Counter-Insurgency (J&K),62,47.0,3,0.12,6.3,3,5,60.7,8.0,0.12,1
PERS_2399,Head Constable,High Altitude (Ladakh/Sikkim),24,36.8,3,0.36,7.4,5,1,65.7,2.1,0.14,0
PERS_2400,Constable,Border Outpost (Thar),26,45.0,4,0.35,5.9,5,5,26.3,9.3,0.02,1
PERS_2401,Constable,Peace Station (HQ),31,46.4,2,0.33,6.1,4,3,14.5,5.3,0.11,0
PERS_2402,Constable,Peace Station (HQ),76,42.2,1,0.14,6.6,2,2,53.1,6.7,0.02,0
PERS_2403,Head Constable,Dense Forest (Bastar),49,39.5,1,0.1,8.0,4,1,93.9,4.6,0.13,0
PERS_2404,Head Constable,Border Outpost (Thar),47,31.8,1,0.26,6.6,5,1,18.2,0.2,0.27,0
PERS_2405,Head Constable,High Altitude (Ladakh/Sikkim),3,51.3,2,0.27,6.2,4,3,26.9,7.5,0.09,0
PERS_2406,ASI,High Altitude (Ladakh/Sikkim),40,61.8,2,0.13,6.0,3,5,35.7,10.5,0.11,1
PERS_2407,ASI,Peace Station (HQ),80,56.2,2,0.19,5.4,4,6,18.8,11.8,0.1,1
PERS_2408,Head Constable,Peace Station (HQ),75,51.5,0,0.08,7.0,4,1,46.6,6.4,0.13,0
PERS_2409,ASI,Counter-Insurgency (J&K),53,39.4,0,0.62,6.7,4,2,59.4,-0.1,0.08,0
PERS_2410,Constable,Peace Station (HQ),25,28.5,4,0.18,6.7,5,2,43.5,3.0,0.11,0
PERS_2411,Constable,Counter-Insurgency (J&K),22,49.9,5,0.28,4.7,4,8,44.1,10.5,0.03,2
PERS_2412,Constable,High Altitude (Ladakh/Sikkim),37,57.9,2,0.19,5.9,3,3,29.0,7.7,0.06,1
PERS_2413,Constable,Counter-Insurgency (J&K),80,47.7,1,0.43,6.3,4,4,32.7,5.5,0.13,1
PERS_2414,Head Constable,Counter-Insurgency (J&K),13,59.9,4,0.45,3.8,3,7,17.7,12.1,0.07,2
PERS_2415,Sub-Inspector,Dense Forest (Bastar),39,45.0,1,0.13,7.4,5,1,53.2,5.2,0.1,0
PERS_2416,Constable,Peace Station (HQ),61,64.9,2,0.46,5.8,4,6,58.0,13.0,0.03,2
PERS_2417,Constable,Counter-Insurgency (J&K),69,47.1,0,0.23,7.4,4,1,54.4,6.2,0.04,0
PERS_2418,Head Constable,High Altitude (Ladakh/Sikkim),77,29.1,2,0.42,7.5,4,3,29.5,4.5,0.07,0
PERS_2419,Sub-Inspector,Border Outpost (Thar),40,58.3,2,0.64,4.1,3,7,40.2,11.3,0.06,1
PERS_2420,Constable,Counter-Insurgency (J&K),6,39.4,3,0.35,6.9,5,1,92.7,5.0,0.01,0
PERS_2421,Head Constable,Peace Station (HQ),56,38.2,2,0.44,7.0,5,2,23.2,5.0,0.17,0
PERS_2422,Constable,Dense Forest (Bastar),31,55.9,3,0.27,6.0,3,3,5.0,8.5,0.04,1
PERS_2423,Constable,High Altitude (Ladakh/Sikkim),23,41.4,2,0.74,5.8,4,4,17.7,3.6,0.06,1
PERS_2424,Inspector,Dense Forest (Bastar),9,34.8,2,0.08,7.3,5,1,43.1,2.0,0.0,0
PERS_2425,Inspector,Border Outpost (Thar),33,64.4,1,0.24,5.9,4,3,32.9,8.4,0.13,1
PERS_2426,Constable,Counter-Insurgency (J&K),24,48.4,0,0.13,4.9,4,1,50.7,6.6,0.7,0
PERS_2427,Inspector,Counter-Insurgency (J&K),26,36.2,2,0.35,6.8,5,1,18.5,5.5,0.03,0
PERS_2428,Head Constable,Peace Station (HQ),41,47.5,3,0.16,5.7,4,5,70.6,6.6,0.06,0
PERS_2429,ASI,Counter-Insurgency (J&K),29,72.2,1,0.38,4.5,2,6,49.4,11.0,0.02,2
PERS_2430,Head Constable,High Altitude (Ladakh/Sikkim),20,51.1,0,0.16,7.1,4,1,76.6,3.1,0.11,0
PERS_2431,Head Constable,Border Outpost (Thar),50,46.6,1,0.53,6.8,3,5,95.9,5.0,0.08,0
PERS_2432,Head Constable,Dense Forest (Bastar),44,57.4,3,0.7,4.7,3,9,68.0,7.0,0.2,2
PERS_2433,Head Constable,Border Outpost (Thar),22,45.7,1,0.15,6.4,4,1,25.0,-0.1,0.05,0
PERS_2434,Constable,Counter-Insurgency (J&K),15,44.4,1,0.25,5.8,5,2,65.1,4.7,0.03,0
PERS_2435,Constable,Dense Forest (Bastar),57,47.1,0,0.32,7.3,3,2,36.9,5.2,0.11,1
PERS_2436,Constable,Peace Station (HQ),16,58.1,1,0.22,6.2,4,2,64.2,8.1,0.07,0
PERS_2437,Head Constable,Border Outpost (Thar),79,57.8,2,0.41,5.5,2,7,22.8,9.2,0.02,1
PERS_2438,Constable,Dense Forest (Bastar),13,63.5,4,0.38,4.1,3,7,15.9,14.6,0.11,2
PERS_2439,Head Constable,Dense Forest (Bastar),59,57.0,1,0.5,6.5,3,4,10.7,7.9,0.1,0
PERS_2440,Inspector,Dense Forest (Bastar),22,65.5,1,0.06,5.6,2,2,9.6,10.1,0.04,1
PERS_2441,Constable,High Altitude (Ladakh/Sikkim),36,58.1,3,0.08,5.6,4,4,45.0,10.8,0.01,1
PERS_2442,Head Constable,Border Outpost (Thar),68,52.2,3,0.65,5.5,3,5,30.8,11.5,0.26,1
PERS_2443,Constable,Dense Forest (Bastar),114,58.0,1,0.48,6.5,3,8,46.1,8.4,0.1,1
PERS_2444,ASI,Border Outpost (Thar),51,71.4,0,0.26,6.1,3,4,41.2,8.5,0.05,1
PERS_2445,Constable,Dense Forest (Bastar),79,68.9,4,0.12,4.5,2,8,22.1,13.8,0.12,2
PERS_2446,Head Constable,Peace Station (HQ),60,69.5,2,0.16,4.5,2,7,46.2,11.1,0.06,1
PERS_2447,ASI,Peace Station (HQ),20,39.9,3,0.29,6.6,5,3,18.0,4.5,0.03,0
PERS_2448,Sub-Inspector,Peace Station (HQ),52,34.4,1,0.11,7.4,5,1,8.3,1.8,0.12,0
PERS_2449,Head Constable,Counter-Insurgency (J&K),13,40.9,2,0.33,6.5,4,1,43.9,7.8,0.06,0
PERS_2450,Head Constable,Dense Forest (Bastar),66,56.3,2,0.09,5.3,3,5,64.3,12.3,0.01,1
PERS_2451,Head Constable,Counter-Insurgency (J&K),32,44.7,3,0.11,6.1,4,4,28.7,8.2,0.01,1
PERS_2452,ASI,Border Outpost (Thar),33,51.6,4,0.17,3.8,4,6,11.3,10.7,0.17,1
PERS_2453,Head Constable,Counter-Insurgency (J&K),46,48.1,0,0.06,7.2,5,1,29.6,4.1,0.1,0
PERS_2454,Constable,Border Outpost (Thar),34,33.8,2,0.28,7.2,5,1,56.6,5.8,0.25,0
PERS_2455,Sub-Inspector,Border Outpost (Thar),16,53.9,1,0.42,6.9,4,2,24.7,5.2,0.03,0
PERS_2456,Head Constable,Border Outpost (Thar),16,49.9,3,0.57,5.6,5,6,48.5,6.2,0.06,0
PERS_2457,Head Constable,Counter-Insurgency (J&K),21,63.4,2,0.3,6.0,4,3,21.2,13.3,0.0,0
PERS_2458,Constable,Dense Forest (Bastar),8,50.4,3,0.21,5.3,4,2,59.6,8.5,0.62,1
PERS_2459,Head Constable,Counter-Insurgency (J&K),42,60.0,1,0.63,5.5,3,7,58.9,12.0,0.26,1
PERS_2460,Constable,Dense Forest (Bastar),41,43.9,1,0.45,7.8,5,1,23.4,4.0,0.05,0
PERS_2461,Head Constable,Dense Forest (Bastar),31,54.6,0,0.29,6.3,3,2,19.0,5.9,0.19,0
PERS_2462,Constable,Border Outpost (Thar),38,59.9,1,0.24,4.5,2,6,16.6,11.0,0.13,1
PERS_2463,Head Constable,Counter-Insurgency (J&K),35,57.1,1,0.28,7.0,5,3,30.8,6.9,0.09,0
PERS_2464,Inspector,Dense Forest (Bastar),32,48.9,4,0.26,6.2,4,4,22.7,9.4,0.18,1
PERS_2465,Constable,Peace Station (HQ),29,54.4,2,0.29,5.6,3,4,35.0,10.0,0.09,1
PERS_2466,Inspector,Dense Forest (Bastar),42,58.4,2,0.26,5.5,4,6,31.8,12.2,0.01,1
PERS_2467,Constable,Peace Station (HQ),68,66.8,3,0.35,4.2,1,9,32.1,15.3,0.11,2
PERS_2468,Sub-Inspector,Counter-Insurgency (J&K),54,47.8,3,0.13,6.8,4,3,48.8,7.6,0.01,1
PERS_2469,ASI,Counter-Insurgency (J&K),70,43.8,2,0.22,7.3,5,4,48.8,5.7,0.06,0
PERS_2470,Head Constable,Counter-Insurgency (J&K),28,42.5,0,0.02,7.0,4,1,55.4,2.7,0.02,0
PERS_2471,Head Constable,Dense Forest (Bastar),44,53.9,1,0.41,6.3,3,4,20.1,7.3,0.12,1
PERS_2472,Sub-Inspector,High Altitude (Ladakh/Sikkim),26,50.6,2,0.23,7.0,4,3,66.5,5.8,0.05,0
PERS_2473,Constable,Dense Forest (Bastar),35,57.8,2,0.4,6.8,3,3,20.5,8.3,0.05,1
PERS_2474,Constable,Dense Forest (Bastar),44,60.7,2,0.1,5.6,4,4,29.5,11.5,0.02,1
PERS_2475,Head Constable,Border Outpost (Thar),3,29.4,2,0.2,7.6,5,1,68.1,0.7,0.01,0
PERS_2476,ASI,Border Outpost (Thar),36,46.8,3,0.24,5.8,4,3,46.1,9.1,0.01,1
PERS_2477,ASI,Dense Forest (Bastar),93,59.4,3,0.21,4.7,2,8,27.4,11.5,0.14,2
PERS_2478,ASI,Peace Station (HQ),35,62.7,4,0.27,4.8,4,7,73.4,12.0,0.06,2
PERS_2479,Constable,Border Outpost (Thar),25,50.0,3,0.59,6.6,4,5,24.9,9.2,0.15,1
PERS_2480,ASI,Dense Forest (Bastar),33,65.0,1,0.2,5.1,3,5,7.3,11.5,0.18,1
PERS_2481,Constable,High Altitude (Ladakh/Sikkim),30,56.5,0,0.23,6.7,4,1,14.1,3.6,0.0,0
PERS_2482,Head Constable,Peace Station (HQ),84,60.2,1,0.11,6.0,2,6,23.1,12.1,0.04,1
PERS_2483,Constable,Counter-Insurgency (J&K),14,48.3,2,0.23,5.4,4,3,36.5,7.6,0.73,1
PERS_2484,Constable,Dense Forest (Bastar),45,52.3,2,0.31,6.0,3,3,6.9,4.6,0.01,1
PERS_2485,Constable,Dense Forest (Bastar),50,56.3,1,0.2,6.1,4,4,47.8,6.1,0.17,1
